Facility Name,Hospital overall rating,Beds Available ,Cardio Rating,Neuro Rating,Ortho Rating,Doctors on Duty,Distance,Y
ST LUKE HOSPITAL & LIVING CENTER,3,17,1,2,5,17,9,1
CASEY COUNTY HOSPITAL,3,18,3,1,4,16,10,1
HOLLAND COMMUNITY HOSPITAL,3,23,4,1,3,17,22,0
INOVA FAIRFAX HOSPITAL,4,12,3,4,4,10,16,0
ELIZABETHTOWN COMMUNITY HOSPITAL,2,22,1,2,1,7,18,0
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,4,18,4,5,1,11,2,0
UNITED HOSPITAL DISTRICT,5,19,5,5,4,12,19,1
COMMUNITY MEMORIAL HOSPITAL,4,11,5,5,1,9,23,0
PALM BEACH GARDENS MEDICAL CENTER,5,7,4,5,5,8,24,0
BLECKLEY MEMORIAL HOSPITAL,3,12,1,5,1,8,8,0
APPLETON MUNICIPAL HOSPITAL,3,23,4,4,1,9,13,0
BUENA VISTA REGIONAL MEDICAL CENTER,2,19,3,1,2,20,11,0
NORWOOD HEALTH CENTER,5,2,5,4,5,13,1,1
NYU LANGONE HOSPITALS,2,12,1,2,1,14,14,0
BENEFIS HOSPITALS INC,4,26,3,2,5,8,22,1
POCAHONTAS MEMORIAL HOSPITAL,4,27,4,4,2,12,5,1
GENOA COMMUNITY HOSPITAL,3,29,5,3,1,16,24,0
NEMOURS CHILDREN'S HOSPITAL,5,29,4,5,5,19,10,1
INTEGRIS HEALTH EDMOND,4,3,5,1,5,19,5,1
FLOWER HOSPITAL,3,14,4,4,1,12,21,0
SAINT LUKE'S EAST HOSPITAL,3,28,5,1,3,20,15,1
LEXINGTON MEMORIAL HOSPITAL INC,2,25,1,3,1,12,3,0
STILLWATER MEDICAL CENTER,3,21,3,1,4,18,17,1
CHI ST VINCENT MORRILTON,4,13,5,1,4,14,20,0
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",3,8,3,3,2,6,12,0
EAST ADAMS RURAL HOSPITAL,4,3,4,1,5,6,19,0
TYLER COUNTY HOSPITAL,3,20,4,1,3,15,4,1
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,3,20,1,3,3,15,16,0
JEFFERSON DAVIS COMMUNITY HOSPITAL CAH,3,7,4,3,2,14,21,0
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,3,27,3,2,3,15,3,1
POWER COUNTY HOSPITAL DISTRICT,4,10,4,3,3,13,10,0
COOKEVILLE REGIONAL MEDICAL CENTER,4,10,2,4,5,14,13,1
BROOKS COUNTY HOSPITAL,3,30,2,1,5,9,1,1
ALTON MEMORIAL HOSPITAL,3,30,5,2,2,14,7,1
PROVIDENCE TARZANA MEDICAL CENTER,5,2,4,5,5,13,5,1
AURORA MEDICAL CTR MANITOWOC COUNTY,4,19,4,3,4,7,17,1
ABILENE REGIONAL MEDICAL CENTER,4,2,1,5,5,11,9,1
SITKA COMMUNITY HOSPITAL,3,4,3,1,4,11,26,0
HACKENSACK-UMC MOUNTAINSIDE,3,11,1,4,3,9,8,0
BIGFORK VALLEY HOSPITAL,3,7,3,2,4,11,19,0
GULF BREEZE HOSPITAL,3,21,1,1,5,13,9,1
BAYSIDE COMMUNITY HOSPITAL,4,2,4,3,4,10,16,0
SOUTHWEST GENERAL HOSPITAL,3,24,4,1,2,10,1,1
OUR LADY OF BELLEFONTE HOSPITAL,4,9,4,4,3,15,11,0
BANNER DESERT MEDICAL CENTER,3,29,3,3,2,11,6,1
MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR,2,25,2,1,2,5,18,0
CLAY COUNTY HOSPITAL,4,29,5,5,1,14,19,0
PHELPS MEMORIAL HOSPITAL ASSN,3,18,1,2,4,18,5,1
NORTH OAK REGIONAL MEDICAL CENTER,3,8,2,2,4,13,7,1
WAUKESHA MEMORIAL HOSPITAL,3,6,3,5,1,13,25,0
HOWARD UNIVERSITY HOSPITAL,3,29,4,2,2,5,2,1
PLACENTIA LINDA HOSPITAL,2,15,1,1,4,6,15,0
ASCENSION ST MARYS HOSPITAL,4,11,4,2,5,10,6,1
BINGHAM MEMORIAL HOSPITAL,4,27,5,1,5,13,26,1
CLARA BARTON HOSPITAL,4,21,4,1,5,6,22,1
ST JOSEPHS HOSPITAL,2,4,1,4,1,16,29,0
STATE HOSPITAL SOUTH,4,9,4,5,2,8,15,0
HEART OF FLORIDA REGIONAL MEDICAL CENTER,3,18,1,5,1,5,6,0
LDS HOSPITAL,4,20,2,4,4,7,26,0
ELMIRA PSYCH CENTER,3,24,1,4,3,12,5,1
HILL HOSPITAL OF SUMTER COUNTY,3,5,4,3,1,13,7,0
"OMEGA HOSPITAL, LLC",5,18,5,5,5,16,15,1
SAN JUAN HOSPITAL,1,16,1,1,1,6,12,0
MORRISTOWN MEDICAL CENTER,3,13,3,1,3,7,12,0
REX HOSPITAL,3,8,5,1,2,18,25,0
NORTH KANSAS CITY HOSPITAL,4,13,5,2,4,5,26,0
NAPLES COMMUNITY HOSPITAL,3,3,5,2,1,13,11,0
VALLEY FORGE MEDICAL CENTER AND HOSPITAL,4,30,5,2,3,13,17,1
MAYO CLINIC HEALTH SYSTEM-CHIPPEWA VALLEY,4,10,2,5,5,16,4,1
MENTAL HEALTH INSTITUTE,5,28,4,4,5,10,15,1
LINTON HOSPITAL - CAH,2,16,2,1,2,20,5,0
MERCY HEALTH - ST CHARLES HOSPITAL,3,11,4,1,3,19,9,0
MITCHELL COUNTY REGIONAL HEALTH,4,30,2,5,3,10,12,1
MERCY HEALTH-ST RITA'S MEDICAL CENTER,3,11,1,5,2,5,9,0
LAYTON HOSPITAL,4,13,2,5,4,16,2,1
MAINE MEDICAL CENTER,3,4,5,1,1,6,20,0
GOTHENBURG MEMORIAL HOSPITAL,2,2,2,2,1,5,22,0
FRANKFORT REGIONAL MEDICAL CENTER,4,6,5,5,2,9,9,0
MONMOUTH MEDICAL CENTER,3,21,2,1,4,19,16,1
LIBERTY DAYTON REGIONAL MEDICAL CENTER,3,28,1,3,5,8,9,1
MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,4,29,5,2,5,11,20,1
NANTUCKET COTTAGE HOSPITAL,3,17,3,4,2,9,6,0
BAY AREA HOSPITAL,3,27,5,2,2,20,1,1
PARIS REGIONAL MEDICAL CENTER,2,15,2,1,3,18,15,0
HUDSON HOSPITAL & CLINIC,4,12,5,2,4,15,11,1
RIVERSIDE TAPPAHANNOCK HOSPITAL,4,11,4,2,4,14,7,1
OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,4,28,3,4,4,7,23,1
ST VINCENT HOSPITAL,4,10,3,5,2,6,24,0
PONTIAC GENERAL HOSPITAL,3,28,3,2,3,9,25,0
NESHOBA COUNTY GENERAL HOSPITAL,3,17,2,5,2,10,16,0
PERHAM HEALTH,3,2,4,1,4,17,15,0
ST LUKES HOSPITAL,3,18,5,1,3,17,27,0
ERIE COUNTY MEDICAL CENTER,3,19,1,2,4,12,18,1
FAIRFAX COMMUNITY HOSPITAL,4,21,5,2,4,19,29,0
GRACE COTTAGE HOSPITAL,5,14,5,5,5,18,8,1
ADVENTHEALTH DADE CITY,3,21,4,4,1,8,29,0
GOLDEN VALLEY MEMORIAL HOSPITAL,4,17,3,4,4,14,29,0
ATRIUM HEALTH PINEVILLE,4,7,3,3,4,7,1,1
UVALDE MEMORIAL HOSPITAL,4,30,3,5,2,15,9,1
WILLIAMSON MEMORIAL HOSPITAL,4,2,4,2,5,11,3,1
FAIRFIELD MEDICAL CENTER,4,23,3,3,4,10,13,1
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,2,6,4,1,1,13,1,0
MERCY HEALTH ST VINCENT MEDICAL CENTER,2,29,1,2,1,12,9,0
SHARKEY ISSAQUENA COMMUNITY HOSPITAL,2,2,1,1,4,18,16,0
OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,3,14,5,1,1,8,20,0
ABBEVILLE GENERAL HOSPITAL,3,12,2,5,1,5,30,0
GRAHAM REGIONAL MEDICAL CENTER,3,20,3,3,3,7,17,0
SIERRA PROVIDENCE EAST MEDICAL CENTER,3,5,2,1,5,15,25,0
WEST OAKS HOSPITAL,4,3,1,4,5,14,28,0
DOCS SURGICAL HOSPITAL,3,25,5,1,3,16,21,0
HOSPITAL FOR SPECIAL SURGERY,4,15,5,1,5,7,21,1
DEVEREUX TEXAS TREATMENT NETWORK,3,2,4,1,3,17,29,0
SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,4,21,5,2,4,7,14,1
AKRON GENERAL MEDICAL CENTER,3,2,2,2,3,5,20,0
PERRY COUNTY MEMORIAL HOSPITAL,3,9,1,2,5,7,6,1
DELTA MEMORIAL HOSPITAL,4,22,4,5,2,9,8,0
CASSIA REGIONAL HOSPITAL,4,12,5,3,3,15,11,0
HOSPITAL MENONITA CAGUAS INC,2,22,2,1,3,18,26,0
HEMET VALLEY MEDICAL CENTER,4,10,5,5,2,18,10,0
WARD MEMORIAL HOSPITAL,2,4,1,3,1,6,15,0
SAINT JOSEPH BEREA,3,12,1,3,5,7,21,0
HOLZER MEDICAL CENTER JACKSON,4,20,4,5,3,12,12,1
PLUMAS DISTRICT HOSPITAL,3,29,2,3,3,7,25,0
ST MARY MEDICAL CENTER,5,26,4,4,5,17,8,1
BELLVILLE ST JOSEPH HEALTH CENTER,3,10,3,4,1,19,5,0
MADELIA COMMUNITY HOSPITAL,4,13,3,3,4,18,7,1
LOYOLA UNIVERSITY MEDICAL CENTER,3,2,2,1,4,17,21,0
MIAMI VALLEY HOSPITAL,4,9,2,3,5,18,15,1
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,3,9,5,2,1,8,9,0
JPS HEALTH NETWORK,3,24,5,3,1,19,3,0
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",3,19,1,2,5,16,28,0
NORTH ARKANSAS REGIONAL MEDICAL CENTER,4,11,3,5,2,7,25,0
"BROADDUS HOSPITAL ASSOCIATION, INC",4,18,3,2,5,14,20,1
CROSS CREEK HOSPITAL,3,15,5,1,2,17,7,0
BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,4,7,4,3,3,6,16,0
COMPASS MEMORIAL HEALTHCARE,4,20,4,3,3,5,30,0
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,3,19,3,2,4,11,17,1
CAMBRIDGE HEALTH ALLIANCE,4,5,3,5,2,18,30,0
MEMORIAL HOSPITAL OF CARBONDALE,2,5,3,1,1,17,2,0
ST ELIZABETH'S MEDICAL CENTER,3,17,2,2,4,17,15,1
SCOTTSDALE SHEA MEDICAL CENTER,3,27,4,2,2,5,3,1
HUTCHINSON REGIONAL MEDICAL CENTER INC,4,23,5,4,2,5,19,0
CHILDRENS MEDICAL CTR OF DALLAS,3,6,2,1,4,7,30,0
ROOSEVELT MEDICAL CENTER,4,2,4,3,4,8,3,1
"CORPUS CHRISTI MEDICAL CENTER,THE",3,6,3,4,2,17,18,0
THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,3,25,4,3,1,8,23,0
DOCTORS HOSPITAL AT RENAISSANCE,3,3,2,5,1,14,26,0
ANDREW MCFARLAND MENTAL HLTH CTR,3,25,4,1,3,8,4,1
"SCHUYLER HOSPITAL, INC",4,12,4,5,3,12,25,0
OCHILTREE GENERAL HOSPITAL,5,26,5,3,5,12,7,1
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,4,8,5,4,1,12,19,0
PIEDMONT MOUNTAINSIDE HOSPITAL INC,4,18,5,2,5,8,20,1
MEDICAL CENTER OF LEWISVILLE,3,9,1,5,3,5,29,0
UNION COUNTY GENERAL HOSPITAL,5,15,5,5,5,12,10,1
PHOEBE PUTNEY MEMORIAL HOSPITAL,3,18,1,4,3,19,10,1
GUNNISON VALLEY HOSPITAL,2,14,3,1,2,11,26,0
METHODIST HEALTHCARE MEMPHIS HOSPITALS,4,17,2,4,4,14,6,1
ST VINCENTS BLOUNT,4,26,4,5,2,19,26,0
PROVIDENCE MEDICAL CENTER,4,5,4,4,2,18,6,0
SOUTH FLORIDA STATE HOSPITAL,3,6,5,3,1,20,2,0
MONTEVISTA HOSPITAL,4,30,4,4,2,6,12,0
GRINNELL REGIONAL MEDICAL CENTER,2,4,1,2,2,14,22,0
DECATUR COUNTY GENERAL HOSPITAL,3,10,2,4,1,8,4,0
MORRILL COUNTY COMMUNITY HOSPITAL,2,29,1,2,2,8,15,0
YORK GENERAL HOSPITAL,3,28,3,3,2,9,22,0
HOT SPRINGS COUNTY MEMORIAL HOSPITAL,4,15,5,5,2,6,3,0
WINN PARISH MEDICAL CENTER,4,15,5,3,4,19,14,1
METRO-EAST SERVICES INC,5,7,5,4,4,6,4,1
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2,24,1,2,1,11,27,0
TIDELANDS HEALTH,4,8,5,3,2,11,11,0
CLARINDA REGIONAL HEALTH CENTER,4,7,5,4,2,16,29,0
SEATTLE CHILDREN'S HOSPITAL,4,11,5,1,4,9,30,0
PALO ALTO COUNTY HOSPITAL,3,9,1,2,5,6,22,0
ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,5,28,5,5,3,8,10,1
"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",4,13,3,2,5,7,3,1
MERCYONE CLINTON MEDICAL CENTER,3,12,3,3,1,9,7,0
ST CHARLES MADRAS,3,22,5,1,2,18,27,0
SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,3,25,3,1,3,5,1,1
GATEWAYS HOSP  MENTAL HEALTH CTR,4,28,5,4,2,15,7,1
SPRINGFIELD HOSPITAL CENTER,5,12,5,5,3,6,10,0
RIVERWOOD HEALTHCARE CENTER,2,23,1,4,1,10,7,0
HOUSTON COUNTY COMMUNITY HOSPITAL,4,8,4,5,3,18,3,1
ARROWHEAD BEHAVIORAL HEALTH,3,11,3,3,3,14,10,0
CASCADE BEHAVIORAL HOSPITAL,4,25,4,5,3,14,17,0
WILSON N JONES REGIONAL MEDICAL CENTER,4,15,5,3,2,6,24,0
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,3,17,3,3,3,10,27,0
KERRVILLE STATE HOSP,4,24,4,1,5,10,7,1
BRECKINRIDGE MEMORIAL HOSPITAL,2,27,3,1,1,20,6,0
"OKLAHOMA HEART HOSPITAL, LLC",4,10,4,4,4,6,18,0
JEFFERSON HOSPITAL,4,4,4,3,5,17,16,1
LEWISGALE HOSPITAL ALLEGHANY,4,19,5,2,4,6,25,0
TRI COUNTY HOSPITAL,3,30,2,2,5,14,1,1
LEHIGH REGIONAL MEDICAL CENTER,4,28,2,5,5,9,5,1
PARKVIEW REGIONAL HOSPITAL,4,19,5,4,2,20,17,0
SHERMAN OAKS HOSPITAL,4,25,4,4,4,17,28,0
MEADE DISTRICT HOSPITAL,4,12,5,5,2,20,25,0
LAKE CITY MEDICAL CENTER,4,20,3,4,4,18,28,0
MULTICARE AUBURN MEDICAL CENTER,4,27,5,5,1,15,9,0
MEADVILLE MEDICAL CENTER,2,29,3,1,1,18,22,0
PROVIDENCE MEDICAL CENTER,3,28,1,3,4,9,8,1
BLACK RIVER COMMUNITY MEDICAL CENTER,4,21,2,4,4,18,1,1
PEACEHEALTH UNITED GENERAL MEDICAL CENTER,4,17,5,1,4,16,18,1
LINDEN OAKS HOSPITAL,4,13,1,5,4,18,21,0
CHARLES A CANNON JR MEMORIAL HOSPITAL,4,18,5,2,5,7,4,1
MERCY HOSPITAL LEBANON,4,6,5,1,5,11,29,0
WILLS MEMORIAL HOSPITAL,4,29,2,5,4,5,14,1
PRESENCE RESURRECTION MEDICAL CENTER,3,6,5,1,3,7,25,0
CHICOT MEMORIAL MEDICAL CENTER,2,14,2,3,1,12,26,0
ST ANTHONY SUMMIT MEDICAL CENTER,4,16,4,5,2,13,15,0
"CENTERS INC, THE",3,6,1,4,4,13,11,0
MARCUS DALY MEMORIAL HOSPITAL - CAH,4,6,3,5,4,20,17,0
"MERCY HOSPITAL OKLAHOMA CITY, INC",2,28,3,2,1,14,27,0
WESTERN MENTAL HEALTH INSTITUTE,3,19,2,1,5,5,14,1
WHITESBURG ARH HOSPITAL,4,14,5,5,2,10,5,0
GREAT PLAINS REGIONAL MEDICAL CENTER,4,6,5,4,3,10,17,0
LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SRVS,5,8,5,5,3,19,4,1
LOWER UMPQUA HOSPITAL DISTRICT,3,20,5,1,2,6,6,0
MAINEGENERAL MEDICAL CENTER,3,23,2,3,4,5,7,1
ABBEVILLE AREA MEDICAL CENTER,5,11,5,5,4,9,21,0
EMANATE HEALTH INTER-COMMUNITY HOSPITAL,4,24,4,3,4,9,8,1
ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,4,27,3,5,3,14,12,1
UNIVERSITY OF MD LAUREL REGIONAL HOSPITAL,3,9,1,3,4,10,3,1
PRATT REGIONAL MEDICAL CENTER,5,6,3,5,5,12,7,1
DOVER BEHAVIORAL HEALTH SYSTEM,3,6,3,3,1,5,15,0
SOUTH BALDWIN REGIONAL MEDICAL CENTER,5,16,5,4,5,9,16,1
KINGMAN REGIONAL MEDICAL CENTER,4,16,3,5,4,5,24,0
PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA,5,27,5,5,3,14,3,1
MORGAN MEDICAL CENTER,1,3,1,1,1,19,29,0
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,3,25,2,2,5,8,21,1
CHATHAM HOSPITAL INC,3,10,3,5,1,8,5,0
WASHINGTON REGIONAL MEDICAL CENTER,3,6,1,4,4,8,7,1
ADENA REGIONAL MEDICAL CENTER,4,10,2,5,5,7,22,0
ACMH HOSPITAL,3,8,4,1,3,12,28,0
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,3,5,2,3,2,5,15,0
MEMORIAL HOSPITAL,3,30,2,4,1,15,16,0
LUTHERAN HOSPITAL OF INDIANA,4,17,2,5,4,9,20,0
DONALSONVILLE HOSPITAL INC,3,18,1,4,4,18,4,1
MEMORIAL HERMANN HOSPITAL SYSTEM,5,4,4,5,4,16,14,0
MIDMICHIGAN MEDICAL CENTER - ALPENA,3,15,4,1,3,20,12,0
GHS GREENVILLE MEMORIAL HOSPITAL,2,3,1,2,1,10,13,0
HIGH POINT REGIONAL HOSPITAL,3,21,3,3,2,14,12,0
MOUNTAINVIEW HOSPITAL,3,28,1,1,5,13,28,1
SOUTH COAST GLOBAL MEDICAL CENTER,3,18,4,2,3,14,8,1
COLLINGSWORTH GENERAL HOSPITAL,4,30,4,1,5,7,27,1
BROUGHTON HOSPITAL,2,24,1,3,1,19,29,0
WAGONER COMMUNITY HOSPITAL,4,25,5,4,2,11,7,1
MOSES TAYLOR HOSPITAL,2,14,3,2,1,9,22,0
ST CATHERINE OF SIENA HOSPITAL,4,4,4,2,5,16,24,0
DAYTON GENERAL HOSPITAL,4,22,2,5,4,19,11,1
WARREN STATE HOSPITAL,3,2,1,3,5,6,4,1
POMONA VALLEY HOSPITAL MEDICAL CENTER,2,2,2,1,2,7,6,0
CEDARS-SINAI MEDICAL CENTER,4,4,4,2,5,7,15,1
HELEN KELLER MEMORIAL HOSPITAL,3,10,1,3,3,20,28,0
MEMORIAL HOSPITAL AND MANOR,4,13,1,4,5,14,28,0
AUXILIO MUTUO HOSPITAL,2,6,2,3,1,10,20,0
MEMORIAL HOSPITAL WEST,2,9,2,1,1,6,19,0
BANNER HEART HOSPITAL,3,8,3,2,3,12,13,0
BAPTIST HEALTH LEXINGTON,4,6,4,5,2,20,4,0
MAYO CLINIC HOSPITAL,4,21,5,5,1,17,23,0
MERCY MEDICAL CENTER MT SHASTA,3,16,2,3,3,5,10,0
"COOK CHILDRENS NORTHEAST HOSPITAL, LLC",3,7,4,1,3,18,18,0
RICHLAND MEMORIAL HOSPITAL,5,25,3,5,5,8,19,1
WEIRTON MEDICAL CENTER,4,24,2,5,5,5,26,1
UNION HOSPITAL INC,3,4,4,1,4,15,2,1
OSS ORTHOPAEDIC HOSPITAL,3,29,5,1,3,13,5,1
ALLIANCEHEALTH PONCA CITY,4,23,5,3,2,20,28,0
SANFORD MEDICAL CENTER BISMARCK,3,27,1,4,4,8,17,1
ERLANGER MEDICAL CENTER,3,16,2,2,4,13,15,1
WOODLAND MEMORIAL HOSPITAL,4,5,1,5,4,6,3,1
KENMARE COMMUNITY HOSPITAL,4,8,4,3,3,17,2,1
PALOMAR HEALTH DOWNTOWN CAMPUS,5,15,4,4,5,19,15,1
CANCER TREATMENT CENTERS OF AMERICA,3,20,1,3,4,16,23,0
CHILDREN'S SPECIALIZED HOSPITAL,3,28,4,4,1,15,21,0
TRISTAR ASHLAND CITY MEDICAL CENTER,3,13,3,4,1,17,29,0
LA PAZ REGIONAL HOSPITAL,4,17,2,5,5,5,7,1
MINNEOLA DISTRICT HOSPITAL NBR 2,3,16,3,4,1,7,24,0
"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",4,4,5,4,2,19,14,0
LEVI HOSPITAL,2,16,3,2,1,16,8,0
CONNECTICUT VALLEY HOSP,2,11,1,2,2,20,17,0
BAPTIST MEDICAL CENTER-LEAKE,4,11,2,3,5,14,26,0
PSYCHIATRIC INSTITUTE OF WASHINGTON DC,3,18,2,5,1,6,29,0
"STAFFORD HOSPITAL, LLC",4,6,2,4,4,9,21,0
OCHSNER MEDICAL CENTER-HANCOCK,3,7,2,2,3,8,5,0
KAHUKU MEDICAL CENTER,3,3,3,2,3,17,23,0
COVINGTON COUNTY HOSPITAL CAH,3,20,3,3,2,12,5,0
BEAR VALLEY COMMUNITY HOSPITAL,3,30,2,2,4,5,13,1
CHRISTUS HEALTH SHREVEPORT - BOSSIER,3,27,2,5,2,6,2,1
OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS,3,17,3,3,1,7,7,0
ST VINCENT HOSPITAL,3,24,1,3,3,13,17,0
BRONSON LAKEVIEW HOSPITAL,3,23,4,1,2,17,19,0
ST JOSEPH REGIONAL HEALTH CENTER,3,17,5,1,2,8,14,0
TRIHEALTH EVENDALE HOSPITAL,3,25,5,2,1,14,2,0
METROPOLITAN HOSPITAL CENTER,4,27,3,3,4,13,8,1
PRINCETON COMMUNITY HOSPITAL,2,14,1,1,2,19,5,0
SIERRA VISTA REGIONAL MEDICAL CENTER,3,19,1,3,3,15,16,0
SUMNER REGIONAL MEDICAL CENTER,4,28,1,5,4,15,22,1
NORTHEASTERN HEALTH SYSTEM,3,9,4,1,2,12,6,0
PALMETTO HEALTH RICHLAND,2,2,1,2,3,16,11,0
BEAUMONT HOSPITAL - FARMINGTON HILLS,4,24,3,4,5,20,30,1
BIG SANDY MEDICAL CENTER,3,13,1,3,5,16,22,1
SAMARITAN PACIFIC COMMUNITY HOSPITAL,3,12,4,2,3,14,9,0
ASHLAND HEALTH CENTER,3,14,4,2,3,13,12,0
AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,3,23,1,3,3,18,11,1
EL PASO BEHAVIORAL HEALTH SYSTEM,1,11,1,1,1,10,10,0
MANATI MEDICAL CENTER DR OTERO LOPEZ,3,30,3,1,5,15,10,1
GOSHEN GENERAL HOSPITAL,3,8,3,3,3,9,18,0
HIGHLANDS BEHAVIORAL HEALTH SYSTEM,5,23,4,4,5,15,25,1
ANOKA-METRO REG TREATMENT CTR,3,17,1,2,5,20,15,1
SPARTA COMMUNITY HOSPITAL,3,17,4,3,1,13,6,0
JOYCE EISENBERG KEEFER MEDICAL CENTER,3,20,5,2,1,20,27,0
BLACKWELL REGIONAL HOSPITAL,2,30,2,2,2,5,1,1
SAINT FRANCIS MEDICAL CENTER,4,18,3,2,5,6,29,0
ADVENTHEALTH WESLEY CHAPEL,3,11,5,1,1,6,16,0
MENTAL HEALTH INSTITUTE,2,29,2,1,1,6,20,0
INSPIRA MEDICAL CENTER WOODBURY,3,16,4,1,4,7,1,1
UMD SHORE MEDICAL CENTER AT EASTON,3,25,4,2,2,9,16,0
SUMMERSVILLE REGIONAL MEDICAL CENTER,2,27,2,1,1,14,22,0
SAINT MICHAEL'S MEDICAL CENTER,2,30,1,1,3,14,4,1
"MEDICAL CENTER OF AURORA, THE",4,25,4,4,2,14,26,0
HILLS & DALES GENERAL HOSPITAL,2,29,4,1,1,13,2,0
THE HEALTHCENTER,5,13,5,5,5,16,14,1
STEPHENS MEMORIAL HOSPITAL,3,10,1,2,5,20,25,0
WALTHALL COUNTY GENERAL HOSPITAL CAH,3,7,4,1,3,11,23,0
SETON NORTHWEST HOSPITAL,3,11,2,2,3,13,24,0
PEARL RIVER COUNTY HOSPITAL & NURSING HOME,3,17,4,4,1,14,1,0
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,2,30,2,2,1,10,30,0
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,3,23,2,5,2,16,10,0
AKRON CHILDREN'S HOSPITAL,3,24,2,4,3,13,17,0
THREE RIVERS MEDICAL CENTER,3,7,1,3,4,11,18,0
"OHIO VALLEY MEDICAL CENTER, LLC",3,13,3,1,4,14,13,1
ST ANDREWS HEALTH CENTER - CAH,3,18,5,3,1,18,13,0
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,2,30,1,1,2,15,27,0
ENLOE MEDICAL CENTER,3,27,5,1,1,20,29,0
CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO,4,17,2,5,5,7,28,0
FAXTON-ST LUKE'S HEALTHCARE,2,25,3,1,2,6,18,0
MIMBRES MEMORIAL HOSPITAL,2,17,3,1,1,6,15,0
MIDMICHIGAN MEDICAL CENTER-GRATIOT,4,3,5,2,5,9,7,1
OZARKS COMMUNITY HOSPITAL OF GRAVETTE,4,2,3,3,4,15,18,0
SALEM HOSPITAL,2,18,3,2,1,5,26,0
LEGACY GOOD SAMARITAN MEDICAL CENTER,3,2,1,1,5,17,18,0
MEDICAL CITY MCKINNEY,4,5,5,2,5,15,5,1
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3,25,1,3,3,18,21,0
FORT LOUDON MEDICAL CENTER,3,20,4,4,1,5,24,0
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,3,17,3,1,5,18,18,1
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,3,13,1,4,2,15,1,0
MOUNT AUBURN HOSPITAL,5,15,5,4,5,10,28,0
TOWNER COUNTY MEDICAL CENTER,4,28,2,5,4,16,22,1
NORTHWEST MEDICAL CENTER,4,3,1,5,5,11,10,1
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,3,23,1,5,3,12,27,0
WINDMOOR HEALTHCARE OF CLEARWATER,2,12,1,2,2,19,8,0
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,4,17,3,5,2,12,9,0
KAISER FOUNDATION HOSPITAL - FREMONT,5,4,4,5,4,10,5,1
MADISON REGIONAL HEALTH SYSTEM,2,19,2,2,2,15,12,0
WINKLER COUNTY MEMORIAL HOSPITAL,4,22,4,2,4,13,25,0
TUCSON MEDICAL CENTER,4,4,5,2,5,14,22,0
ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,3,29,1,4,2,6,21,0
COVENANT MEDICAL CENTER,3,13,2,3,3,15,28,0
ACADIA GENERAL HOSPITAL,2,10,1,2,3,7,9,0
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",4,6,4,3,3,19,17,0
METHODIST HOSPITAL UNION COUNTY,3,6,1,3,5,14,8,1
HOLY CROSS HOSPITAL,4,9,5,4,2,20,16,0
ASSURANCE HEALTH PSYCHIATRIC HOSPITAL,3,6,5,3,1,16,27,0
